name,adress,c,cp,e,date,note,h,adress2,lat,long
"FORUM AT PARK LANE - 3RD FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,100,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE 2ND FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE ","7831 PARK LN ",,75225,"26S ",19/06/2014,90,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE - 1ST FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE - 3RD FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,100,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE 2ND FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE ","7831 PARK LN ",,75225,"26S ",19/06/2014,90,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE - 1ST FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE - 3RD FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,100,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE 2ND FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE ","7831 PARK LN ",,75225,"26S ",19/06/2014,90,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE - 1ST FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE - 3RD FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,100,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"FORUM AT PARK LANE 2ND FLOOR ","7831 PARK LN ",,75225,"26S ",19/06/2014,97,"Routine","7831 PARK LN ,DALLAS,TX,75225","32,874069","-96,772591"
"THE DONUT PALACE ","9751 WALNUT ST ","#106 ",75243,"17U ",20/11/2014,97,"Routine","9751 WALNUT ST ,DALLAS,TX,75243","32,874069","-96,772591"
"FRETZ PARK RECREATION CENTER ","6950 BELT LINE RD ",,75254,"15H ",22/07/2014,97,"Routine","6950 BELT LINE RD ,DALLAS,TX,75254","32,874069","-96,772591"
"KINGS SNACK SHOP ","9750 WALNUT ST ","#170 ",75243,"17U ",11/11/2014,100,"Routine","9750 WALNUT ST ,DALLAS,TX,75243","32,923798","-96,718842"
"ALTO JUBA FOOD MART ","9750 WALNUT ST ",151,75243,"17U ",11/11/2014,88,"Routine","9750 WALNUT ST ,DALLAS,TX,75243","32,9499152","-96,7836834"
"SWAYZ ","9750 WALNUT ST ","#114 ",75243,"17U ",11/11/2014,81,"Routine","9750 WALNUT ST ,DALLAS,TX,75243","32,923096","-96,720238"
"GC DELIVERY ","2015 CORINTH ST ",,75215,"45V ",08/05/2014,100,"Routine","2015 CORINTH ST ,DALLAS,TX,75215","32,923096","-96,720238"
"GLAZED DONUT WORKS ","2644 ELM ST ",,75226,"45M ",27/03/2014,93,"Routine","2644 ELM ST ,DALLAS,TX,75226","32,923096","-96,720238"
"HOWARD WANG'S UPTOWN ","3223 LEMMON AVE ",103,75204,"35X ",16/09/2014,86,"Routine","3223 LEMMON AVE ,DALLAS,TX,75204","32,772064","-96,782463"
"GO 4IT SPORTS GRILL ","10677 E NORTHWEST HWY ","#400 ",75238,"28W ",21/07/2014,84,"Routine","10677 E NORTHWEST HWY ,DALLAS,TX,75238","32,784225","-96,784752"
"GOLDEN RULE SCHOOL ","10747 BRUTON RD ",,75217,"59C ",12/05/2014,94,"Routine","10747 BRUTON RD ,DALLAS,TX,75217","32,807243","-96,800674"
"GREEN ROOM LIVE ","2715 ELM ST ",,75226,"45M ",07/11/2014,93,"Routine","2715 ELM ST ,DALLAS,TX,75226","32,865273","-96,701698"
"GREENVILLE BAR & GRILL ","2817 GREENVILLE AVE ",,75206,"36P ",03/10/2014,85,"Routine","2817 GREENVILLE AVE ,DALLAS,TX,75206","32,7488051","-96,6417208"
"THE GEM ","6030 LUTHER LN ","#160 ",75225,"25X ",20/11/2014,90,"Routine","6030 LUTHER LN ,DALLAS,TX,75225","32,7845811","-96,7843574"
"MICO'S TEX-MEX GRILL ","7777 FOREST LN ","#A-72 ",75230,"16W ",21/11/2014,80,"Routine","7777 FOREST LN ,DALLAS,TX,75230","32,8230936","-96,7702134"
"HEROS SPORTS GRILL ","7402 GREENVILLE AVE ","#230 ",75231,"26Q ",13/11/2014,81,"Routine","7402 GREENVILLE AVE ,DALLAS,TX,75231","32,8635406","-96,8078448"
"HERRERA'S CAFE ","3311 SYLVAN AVE ","A ",75212,"44K ",19/12/2012,83,"Routine","3311 SYLVAN AVE ,DALLAS,TX,75212","32,9094969","-96,7721573"
"HILTON DALLAS LINCOLN CENTRE - CROCKETTS RESTAURANT ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,88,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,880081","-96,758812"
"HILTON DALLAS LINCOLN CENTRE - L'EXPRESS ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,90,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,781586","-96,836128"
"6657 HILTON DALLAS LINCOLN CENTRE - LOBBY BAR ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,91,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"GIFT GALLERY LLC ","5410 LBJ FRWY ","1FL ",75240,"15N ",07/11/2014,100,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"HILTON DALLAS LINCOLN CENTRE - MAIN KITCHEN ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,90,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"HILTON DALLAS LINCOLN CENTRE - CROCKETTS RESTAURANT ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,88,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"HILTON DALLAS LINCOLN CENTRE - L'EXPRESS ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,90,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"6657 HILTON DALLAS LINCOLN CENTRE - LOBBY BAR ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,91,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"GIFT GALLERY LLC ","5410 LBJ FRWY ","1FL ",75240,"15N ",07/11/2014,100,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"HILTON DALLAS LINCOLN CENTRE - MAIN KITCHEN ","5410 LBJ FRWY ",,75240,"15N ",07/11/2014,90,"Routine","5410 LBJ FRWY ,DALLAS,TX,75240","32,92403","-96,816971"
"HOTEL LAWRENCE ","302 S HOUSTON ST ",,75202,"45P ",07/02/2014,82,"Routine","302 S HOUSTON ST ,DALLAS,TX,75202","32,92403","-96,816971"
"SWEET BASIL ","17610 MIDWAY RD ","#150 ",75252,"04F ",16/10/2014,83,"Routine","17610 MIDWAY RD ,DALLAS,TX,75252","32,92403","-96,816971"
"HYATT HOUSE HOTEL ","2914 HARRY HINES BLVD ",,75201,"45E ",27/07/2014,97,"Routine","2914 HARRY HINES BLVD ,DALLAS,TX,75201","32,777206","-96,807045"
"IN & OUT MART ","4210 W CAMP WISDOM RD ","#130 ",75237,"63W ",19/08/2014,86,"Routine","4210 W CAMP WISDOM RD ,DALLAS,TX,75237","32,9883881","-96,8416901"
"IN-N-OUT BURGER #259 ","7909 LBJ FRWY ",,75240,"16S ",30/06/2014,90,"Routine","7909 LBJ FRWY ,DALLAS,TX,75240","32,794994","-96,809982"
"IN-N-OUT BURGER (TEST KITCHEN) ","3901 ADLER DR ",200,75211,"42V ",17/11/2014,100,"Routine","3901 ADLER DR ,DALLAS,TX,75211","32,661411","-96,888374"
"J & S CATFISH ","4831 S LANCASTER RD ","A ",75216,"65G ",20/11/2014,80,"Routine","4831 S LANCASTER RD ,DALLAS,TX,75216","32,9248506","-96,7708538"
"TEXAS SEAFOOD MARKETS ","4831 S LANCASTER RD ","#B ",75216,"65G ",20/11/2014,85,"Routine","4831 S LANCASTER RD ,DALLAS,TX,75216","32,765793","-96,886726"
"7206 THE BUTCHER'S SON #1 ","502 IDLEWILD ",,75051,,23/04/2014,94,"Routine","502 IDLEWILD ,DALLAS,TX,75051","32,689362","-96,791496"
"GRANDOLFO'S NY DELI ","502 IDLEWILD ",,75051,,23/04/2014,100,"Routine","502 IDLEWILD ,DALLAS,TX,75051","32,689362","-96,791496"
"JAKE'S HAMBURGERS ","2422 N HENDERSON AVE ",,75206,"36S ",11/11/2014,78,"Routine","2422 N HENDERSON AVE ,DALLAS,TX,75206","32,74474","-96,955162"
"JIM'S DOUNUTS ","3628 FRANKFORD RD ","#295 ",75287,"04F ",31/07/2014,97,"Routine","3628 FRANKFORD RD ,DALLAS,TX,75287","32,74474","-96,955162"
"JIMMY'S BIG BURGER ","4141 W WHEATLAND RD ",,75237,"73A ",17/10/2013,85,"Routine","4141 W WHEATLAND RD ,DALLAS,TX,75237","32,81567","-96,778999"
"JK GOURMET ","4710 W LOVERS LN ",,75209,"34O ",22/10/2014,100,"Routine","4710 W LOVERS LN ,DALLAS,TX,75209","32,9969282","-96,8546936"
"JOHNSON'S FOOD MART ","910 S CORINTH ST ",,75203,"55K ",14/10/2014,84,"Routine","910 S CORINTH ST ,DALLAS,TX,75203","32,647812","-96,8871"
"ANGIE'S DELI ","910 S CORINTH ST ",,75203,"55K ",14/10/2014,89,"Routine","910 S CORINTH ST ,DALLAS,TX,75203","32,850933","-96,82959"
"JOY DONUTS ","3502 SIMPSON STUART RD ","#400 ",75241,"66T ",17/04/2014,87,"Routine","3502 SIMPSON STUART RD ,DALLAS,TX,75241","32,7385443","-96,7985509"
"JOYCE & GIGIS KITCHEN ","1623 N HALL ST ",103,75204,"45H ",09/05/2014,96,"Routine","1623 N HALL ST ,DALLAS,TX,75204","32,7385443","-96,7985509"
"K'S OLD FASHION HAMBURGERS ","11641 HARRY HINES BLVD ","#201 ",75229,"22D ",10/10/2014,81,"Routine","11641 HARRY HINES BLVD ,DALLAS,TX,75229","32,672573","-96,762192"
"KINGS SNACK SHOP ","9750 WALNUT ST ","#170 ",75243,"17U ",11/11/2014,100,"Routine","9750 WALNUT ST ,DALLAS,TX,75243","32,795109","-96,789078"
"ALTO JUBA FOOD MART ","9750 WALNUT ST ",151,75243,"17U ",11/11/2014,88,"Routine","9750 WALNUT ST ,DALLAS,TX,75243","32,9044873","-96,8942133"
"SWAYZ ","9750 WALNUT ST ","#114 ",75243,"17U ",11/11/2014,81,"Routine","9750 WALNUT ST ,DALLAS,TX,75243","32,923096","-96,720238"
"KIRBY'S STEAKHOUSE ","3525 GREENVILLE AVE ",,75206,"36P ",28/07/2014,81,"Routine","3525 GREENVILLE AVE ,DALLAS,TX,75206","32,923096","-96,720238"
"KORY'S CAFE ","13490 TI BLVD ","#103 ",75243,"16R ",23/10/2014,80,"Routine","13490 TI BLVD ,DALLAS,TX,75243","32,923096","-96,720238"
"KROGER GROCERY & PRODUCE ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,96,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,830235","-96,7702033"
"KROGER SW 509/BAKERY ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,92,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,931889","-96,748169"
"KROGER SW 509/MARKET ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,100,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"JFE SUSHI ","4901 MAPLE AVE ",,75235,"34Z ",27/10/2014,96,"Routine","4901 MAPLE AVE ,DALLAS,TX,75235","32,814198","-96,828957"
"KROGER SW 509/CHEESE/OLIVE DELI ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,86,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/MEAT & FISH ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,97,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"STARBUCKS ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,97,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER GROCERY & PRODUCE ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,96,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/BAKERY ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,92,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/MARKET ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,100,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"JFE SUSHI ","4901 MAPLE AVE ",,75235,"34Z ",27/10/2014,96,"Routine","4901 MAPLE AVE ,DALLAS,TX,75235","32,814198","-96,828957"
"KROGER SW 509/CHEESE/OLIVE DELI ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,86,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/MEAT & FISH ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,97,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"STARBUCKS ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,97,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER GROCERY & PRODUCE ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,96,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/BAKERY ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,92,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/MARKET ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,100,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"JFE SUSHI ","4901 MAPLE AVE ",,75235,"34Z ",27/10/2014,96,"Routine","4901 MAPLE AVE ,DALLAS,TX,75235","32,814198","-96,828957"
"KROGER SW 509/CHEESE/OLIVE DELI ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,86,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KROGER SW 509/MEAT & FISH ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,97,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"STARBUCKS ","4901 MAPLE AVE ",,75219,"34Z ",27/10/2014,97,"Routine","4901 MAPLE AVE ,DALLAS,TX,75219","32,814198","-96,828957"
"KUNG FU SALOON - BAR ","2911 ROUTH ST ",,75201,"45B ",01/06/2014,94,"Routine","2911 ROUTH ST ,DALLAS,TX,75201","32,814198","-96,828957"
"KUNG FU SALOON ","2911 ROUTH ST ",,75201,"45B ",01/06/2014,89,"Routine","2911 ROUTH ST ,DALLAS,TX,75201","32,814198","-96,828957"
"KUNG FU SALOON - OUTSIDE BAR ","2911 ROUTH ST ",,75201,"45B ",01/06/2014,97,"Routine","2911 ROUTH ST ,DALLAS,TX,75201","32,79895","-96,805153"
"LA COSTENA ","534 SUNSET AVE ",,75208,"54G ",25/09/2014,68,"Routine","534 SUNSET AVE ,DALLAS,TX,75208","32,79895","-96,805153"
"LA COSTENA - OUTSIDE BACK BAR ","534 SUNSET AVE ",,75208,"54G ",25/09/2014,86,"Routine","534 SUNSET AVE ,DALLAS,TX,75208","32,79895","-96,805153"
"SEASON'S 52 BAR ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,100,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,7439","-96,831757"
"CHIPOTLE MEXICAN GRILL ","8687 N CENTRAL EXPW ","#2396 ",75231,"26S ",20/11/2014,84,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,7439","-96,831757"
"SEASON'S 52 FRESH GRILL ","8687 N CENTRAL EXPW ",307,75231,"26S ",20/11/2014,94,"Routine","8687 N CENTRAL EXPW ,DALLAS,TX,75231","32,8660698","-96,7687836"
"LA HACIENDA BALLROOM ","4930 MILITARY PKWY ",,75227,"47K ",15/03/2014,97,"Routine","4930 MILITARY PKWY ,DALLAS,TX,75227","32,8660698","-96,7687836"
"LA MICHOACANA MEAT MKT/CARNICERIA ","1506 S BUCKNER BLVD ",,75217,"58L ",30/10/2014,86,"Routine","1506 S BUCKNER BLVD ,DALLAS,TX,75217","32,8660698","-96,7687836"
"LA MICHOACANA TAQUERIA ","1506 S BUCKNER BLVD ",,75217,"58L ",30/10/2014,85,"Routine","1506 S BUCKNER BLVD ,DALLAS,TX,75217","32,783333","-96,731285"
"LA TIENDA DEL BUENO ","9430 LARGA DR ","#101 ",75220,"23V ",22/09/2014,84,"Routine","9430 LARGA DR ,DALLAS,TX,75220","32,7382057","-96,6827727"
"LEGAL GROUNDS ","2015 ABRAMS RD ",,75214,"36X ",01/08/2014,87,"Routine","2015 ABRAMS RD ,DALLAS,TX,75214","32,7382057","-96,6827727"
"LEGAL GROUNDS ","2015 ABRAMS RD ",,75214,"36X ",01/08/2014,100,"Routine","2015 ABRAMS RD ,DALLAS,TX,75214","32,862881","-96,863281"
"3 MEAL BAR & BUFFET ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,82,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,8145072","-96,7523693"
"3 MEAL RESTAURANT & KITCHEN ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,92,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,8145072","-96,7523693"
"FOOD STAGING AREA LEVEL 3 ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,96,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,7756131","-96,803159"
"SECOND FLOOR BACK OF HOUSE ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,100,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,7756131","-96,803159"
"SPORTS BAR ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,97,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,7756131","-96,803159"
"LONG JOHN SILVER'S #31796 ","9375 FOREST LN ",,75243,"17W ",12/06/2014,93,"Routine","9375 FOREST LN ,DALLAS,TX,75243","32,7756131","-96,803159"
"LONG JOHN SILVER'S #31817 ","3606 S POLK ST ",,75224,"64B ",07/05/2014,94,"Routine","3606 S POLK ST ,DALLAS,TX,75224","32,7756131","-96,803159"
"LOPEZ TORTILLAS FACTORY ","9727 BROCKBANK DR ",,75220,"23T ",30/06/2014,81,"Routine","9727 BROCKBANK DR ,DALLAS,TX,75220","32,909611","-96,735916"
"LOPEZ TORTILLAS FOODS ","9727 BROCKBANK DR ",,75220,"23T ",30/06/2014,86,"Routine","9727 BROCKBANK DR ,DALLAS,TX,75220","32,699474","-96,839592"
"GOOD DONUTS ","11404 SHILOH RD ","#106 ",75228,"39A ",11/10/2014,89,"Routine","11404 SHILOH RD ,DALLAS,TX,75228","32,868168","-96,875786"
"DUDE SWEET CHOCOLATE ","408 W EIGHTH ST ",102,75208,"54C ",14/08/2014,97,"Routine","408 W EIGHTH ST ,DALLAS,TX,75208","32,868168","-96,875786"
"MADHATTERS ","400 N ST PAUL ST ","#120 ",75201,"45L ",07/11/2014,90,"Routine","400 N ST PAUL ST ,DALLAS,TX,75201","32,850033","-96,66539"
"MADHATTERS ","400 N ST PAUL ST ","#120 ",75201,"45L ",07/11/2014,90,"Routine","400 N ST PAUL ST ,DALLAS,TX,75201","32,747841","-96,828804"
"SUBWAY SANDWICHES ","13350 DALLAS PKWY ","#3425 ",75240,"14R ",12/11/2014,100,"Routine","13350 DALLAS PKWY ,DALLAS,TX,75240","32,784218","-96,797653"
"MARISCOS 2000 #2 ","2460 WALNUT HILL LN ",,75229,"22R ",13/10/2014,81,"Routine","2460 WALNUT HILL LN ,DALLAS,TX,75229","32,784218","-96,797653"
"MATTITO'S TEX MEX ","7778 FOREST LN ",,75230,"16W ",03/10/2014,80,"Routine","7778 FOREST LN ,DALLAS,TX,75230","32,932068","-96,820595"
"STEAKMATE GRILL ","11445 EMERALD ST ","#120A ",75229,"22D ",24/11/2014,93,"Routine","11445 EMERALD ST ,DALLAS,TX,75229","32,88073","-96,895226"
"MCDONALD'S ","10320 LAKE JUNE RD ",,75214,"59C ",06/08/2014,90,"Routine","10320 LAKE JUNE RD ,DALLAS,TX,75214","32,908863","-96,772186"
"WILLIAMS CHICKEN ","407 N LAMAR ST ","170B ",75202,"45K ",09/09/2014,80,"Routine","407 N LAMAR ST ,DALLAS,TX,75202","32,897194","-96,899796"
"MY YO GO ","407 N LAMAR ST ","#400 ",75202,"45K ",09/09/2014,89,"Routine","407 N LAMAR ST ,DALLAS,TX,75202","32,7335358","-96,6456223"
"MEDIEVAL TIMES DINNER & TOURNAMENT ","2021 N STEMMONS FRWY ",,75207,"44D ",15/08/2014,91,"Routine","2021 N STEMMONS FRWY ,DALLAS,TX,75207","32,7816823","-96,8050788"
"MEDIEVAL TIMES BAR ","2021 N STEMMONS FRWY ",,75207,"44D ",15/08/2014,94,"Routine","2021 N STEMMONS FRWY ,DALLAS,TX,75207","32,7816823","-96,8050788"
"MI COCINA ","6332 LA VISTA DR ",,75214,"36Y ",24/09/2014,94,"Routine","6332 LA VISTA DR ,DALLAS,TX,75214","32,799698","-96,823395"
"MI TIERRITA TAQUERIA ","2838 W DAVIS ST ",,75211,"53C ",25/08/2014,84,"Routine","2838 W DAVIS ST ,DALLAS,TX,75211","32,799698","-96,823395"
"MICHELADAS RESTAURANT ","2828 WEBB CHAPEL EXT ",,75220,"33C ",24/07/2014,79,"Routine","2828 WEBB CHAPEL EXT ,DALLAS,TX,75220","32,8126451","-96,7534254"
"MONTERREY BAKERY ","300 E JEFFERSON BLVD ",,75203,"54H ",27/08/2014,83,"Routine","300 E JEFFERSON BLVD ,DALLAS,TX,75203","32,749134","-96,868309"
"MONTERREY SUPER MARKET ","300 E JEFFERSON BLVD ",,75203,"54H ",27/08/2014,80,"Routine","300 E JEFFERSON BLVD ,DALLAS,TX,75203","32,856487","-96,870628"
"MOON WOK ","8670 SKILLMAN ST ",,75243,"27G ",12/05/2014,82,"Routine","8670 SKILLMAN ST ,DALLAS,TX,75243","32,744461","-96,819969"
"3 MEAL BAR & BUFFET ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,82,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,744461","-96,819969"
"3 MEAL RESTAURANT & KITCHEN ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,92,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,8961999","-96,7222119"
"FOOD STAGING AREA LEVEL 3 ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,96,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,7756131","-96,803159"
"SECOND FLOOR BACK OF HOUSE ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,100,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,7756131","-96,803159"
"SPORTS BAR ","555 S LAMAR ST ",100,75202,"45P ",07/08/2014,97,"Routine","555 S LAMAR ST ,DALLAS,TX,75202","32,7756131","-96,803159"
"MOT HAI BA ","6047 LEWIS ST ",,75206,"36X ",30/09/2014,81,"Routine","6047 LEWIS ST ,DALLAS,TX,75206","32,7756131","-96,803159"
"MS DAISY'S FISH & CAJUN RESTAURANT ","5555 PRESTON OAKS RD ","#5 ",75254,"15E ",02/10/2014,84,"Routine","5555 PRESTON OAKS RD ,DALLAS,TX,75254","32,7756131","-96,803159"
"KU SUSHI ","11661 PRESTON RD ","#160 ",75230,"15x ",10/11/2014,82,"Routine","11661 PRESTON RD ,DALLAS,TX,75230","32,8121616","-96,7624531"
"PENNE POMODORO ","11661 PRESTON RD ","#143 ",75230,"15X ",10/11/2014,81,"Routine","11661 PRESTON RD ,DALLAS,TX,75230","32,943424","-96,813644"
"TOMATO PIE ","11661 PRESTON RD ",202,75230,"15X ",10/11/2014,91,"Routine","11661 PRESTON RD ,DALLAS,TX,75230","32,907955","-96,805939"
"NEO PIZZA NAPOLETANA ","2340 VICTORY PARK LN ",,75201,"45J ",10/11/2014,83,"Routine","2340 VICTORY PARK LN ,DALLAS,TX,75201","32,907955","-96,805939"
"CHINA PAN ","13331 PRESTON RD ","#1038 ",75240,"15P ",10/11/2014,84,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,907955","-96,805939"
"EL PUNTO G ","13331 PRESTON RD ","#1044 ",75240,"15P ",10/11/2014,84,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,7862179","-96,8093415"
"EL PUNTO G ","13331 PRESTON RD ","#1044 ",75240,"15P ",10/11/2014,84,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"JARACHOS ","13331 PRESTON RD ","#1042 ",75240,"15P ",10/11/2014,86,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"NORTHWOOD CLUB MAIN BAR ","6524 ALPHA RD ",,75240,"15Q ",07/10/2014,96,"Routine","6524 ALPHA RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"J'S WOK ","1201 MAIN ST ","#P305 ",75202,"45P ",05/08/2014,84,"Routine","1201 MAIN ST ,DALLAS,TX,75202","32,9293057","-96,8036639"
"OSO FOOD & WINE ","11910 PRESTON RD ","#209 ",75230,"15X ",12/11/2014,81,"Routine","11910 PRESTON RD ,DALLAS,TX,75230","32,931164","-96,793121"
"PAPA MURPHY'S TAKE N BAKE PIZZA ","8550 PLANO RD ","#101 ",75238,"28W ",21/07/2014,91,"Routine","8550 PLANO RD ,DALLAS,TX,75238","32,780453","-96,802101"
"PAPAYA ","925 W JEFFERSON BLVD ","#5 ",75208,"54F ",31/07/2013,90,"Routine","925 W JEFFERSON BLVD ,DALLAS,TX,75208","32,9111633","-96,8037209"
"PAPPAS BROTHERS STEAKHOUSE ","10477 LOMBARDY LN ",,75220,"23U ",29/10/2014,96,"Routine","10477 LOMBARDY LN ,DALLAS,TX,75220","32,865326","-96,70002"
"BAR LOUIE ","8166 PARK LN ","#C310 ",75231,"26Y ",23/06/2014,94,"Routine","8166 PARK LN ,DALLAS,TX,75231","32,743504","-96,838776"
"PARK KITCHEN & BAR ","8166 PARK LN ","#C310 ",75231,"26Y ",23/06/2014,90,"Routine","8166 PARK LN ,DALLAS,TX,75231","32,867157","-96,89772"
"PEAK PREPARATORY-PRIMARY SCHOOL ","1474 ANNEX AVE ",,75204,"46A ",02/10/2014,100,"Routine","1474 ANNEX AVE ,DALLAS,TX,75204","32,87183","-96,7657401"
